countryname,indicatorname,year,value
Sri Lanka,"Life expectancy at birth, male (years)",2004,69.955
Sri Lanka,"Life expectancy at birth, male (years)",2005,70.23
Sri Lanka,"Life expectancy at birth, male (years)",2006,70.377
Sri Lanka,"Life expectancy at birth, male (years)",2007,70.461
Sri Lanka,"Life expectancy at birth, male (years)",2008,70.538
Sri Lanka,"Life expectancy at birth, male (years)",2009,70.629
Sri Lanka,"Life expectancy at birth, male (years)",2010,70.746
Thailand,"Life expectancy at birth, male (years)",1990,67.175
Thailand,"Life expectancy at birth, male (years)",1991,67.117
Thailand,"Life expectancy at birth, male (years)",1992,66.976
Thailand,"Life expectancy at birth, male (years)",1993,66.815
Thailand,"Life expectancy at birth, male (years)",1994,66.668
Thailand,"Life expectancy at birth, male (years)",1995,66.565
Thailand,"Life expectancy at birth, male (years)",1996,66.523
Thailand,"Life expectancy at birth, male (years)",1997,66.538
Thailand,"Life expectancy at birth, male (years)",1998,66.608
Thailand,"Life expectancy at birth, male (years)",1999,66.738
Thailand,"Life expectancy at birth, male (years)",2000,66.937
Thailand,"Life expectancy at birth, male (years)",2001,67.211
Thailand,"Life expectancy at birth, male (years)",2002,67.548
Thailand,"Life expectancy at birth, male (years)",2003,67.931
Thailand,"Life expectancy at birth, male (years)",2004,68.345
Thailand,"Life expectancy at birth, male (years)",2005,68.768
Thailand,"Life expectancy at birth, male (years)",2006,69.175
Thailand,"Life expectancy at birth, male (years)",2007,69.552
Thailand,"Life expectancy at birth, male (years)",2008,69.886
Thailand,"Life expectancy at birth, male (years)",2009,70.171
Thailand,"Life expectancy at birth, male (years)",2010,70.409
Timor-Leste,"Life expectancy at birth, male (years)",1990,46.929
Timor-Leste,"Life expectancy at birth, male (years)",1991,47.812
Timor-Leste,"Life expectancy at birth, male (years)",1992,48.809
Timor-Leste,"Life expectancy at birth, male (years)",1993,49.935
Timor-Leste,"Life expectancy at birth, male (years)",1994,51.181
Timor-Leste,"Life expectancy at birth, male (years)",1995,52.509
Timor-Leste,"Life expectancy at birth, male (years)",1996,53.858
Timor-Leste,"Life expectancy at birth, male (years)",1997,55.155
Timor-Leste,"Life expectancy at birth, male (years)",1998,56.341
Timor-Leste,"Life expectancy at birth, male (years)",1999,57.392
Timor-Leste,"Life expectancy at birth, male (years)",2000,58.298
Timor-Leste,"Life expectancy at birth, male (years)",2001,59.074
Timor-Leste,"Life expectancy at birth, male (years)",2002,59.762
Timor-Leste,"Life expectancy at birth, male (years)",2003,60.402
Timor-Leste,"Life expectancy at birth, male (years)",2004,61.012
Timor-Leste,"Life expectancy at birth, male (years)",2005,61.606
Timor-Leste,"Life expectancy at birth, male (years)",2006,62.193
Timor-Leste,"Life expectancy at birth, male (years)",2007,62.774
Timor-Leste,"Life expectancy at birth, male (years)",2008,63.345
Timor-Leste,"Life expectancy at birth, male (years)",2009,63.908
Timor-Leste,"Life expectancy at birth, male (years)",2010,64.463
Tonga,"Life expectancy at birth, male (years)",1990,68.115
Tonga,"Life expectancy at birth, male (years)",1991,68.235
Tonga,"Life expectancy at birth, male (years)",1992,68.346
Tonga,"Life expectancy at birth, male (years)",1993,68.45
Tonga,"Life expectancy at birth, male (years)",1994,68.545
Tonga,"Life expectancy at birth, male (years)",1995,68.63
Tonga,"Life expectancy at birth, male (years)",1996,68.699
Tonga,"Life expectancy at birth, male (years)",1997,68.751
Tonga,"Life expectancy at birth, male (years)",1998,68.787
Tonga,"Life expectancy at birth, male (years)",1999,68.808
Tonga,"Life expectancy at birth, male (years)",2000,68.818
Tonga,"Life expectancy at birth, male (years)",2001,68.822
Tonga,"Life expectancy at birth, male (years)",2002,68.824
Tonga,"Life expectancy at birth, male (years)",2003,68.833
Tonga,"Life expectancy at birth, male (years)",2004,68.852
Tonga,"Life expectancy at birth, male (years)",2005,68.887
Tonga,"Life expectancy at birth, male (years)",2006,68.942
Tonga,"Life expectancy at birth, male (years)",2007,69.017
Tonga,"Life expectancy at birth, male (years)",2008,69.111
Tonga,"Life expectancy at birth, male (years)",2009,69.222
Tonga,"Life expectancy at birth, male (years)",2010,69.347
Vanuatu,"Life expectancy at birth, male (years)",1990,61.791
Vanuatu,"Life expectancy at birth, male (years)",1991,62.239
Vanuatu,"Life expectancy at birth, male (years)",1992,62.68
Vanuatu,"Life expectancy at birth, male (years)",1993,63.113
Vanuatu,"Life expectancy at birth, male (years)",1994,63.538
Vanuatu,"Life expectancy at birth, male (years)",1995,63.953
Vanuatu,"Life expectancy at birth, male (years)",1996,64.359
Vanuatu,"Life expectancy at birth, male (years)",1997,64.754
Vanuatu,"Life expectancy at birth, male (years)",1998,65.139
Vanuatu,"Life expectancy at birth, male (years)",1999,65.513
Vanuatu,"Life expectancy at birth, male (years)",2000,65.875
Vanuatu,"Life expectancy at birth, male (years)",2001,66.223
Vanuatu,"Life expectancy at birth, male (years)",2002,66.558
Vanuatu,"Life expectancy at birth, male (years)",2003,66.88
Vanuatu,"Life expectancy at birth, male (years)",2004,67.19
Vanuatu,"Life expectancy at birth, male (years)",2005,67.492
Vanuatu,"Life expectancy at birth, male (years)",2006,67.787
Vanuatu,"Life expectancy at birth, male (years)",2007,68.078
Vanuatu,"Life expectancy at birth, male (years)",2008,68.365
Vanuatu,"Life expectancy at birth, male (years)",2009,68.649
Vanuatu,"Life expectancy at birth, male (years)",2010,68.928
Vietnam,"Life expectancy at birth, male (years)",1990,66.134
Vietnam,"Life expectancy at birth, male (years)",1991,66.44
Vietnam,"Life expectancy at birth, male (years)",1992,66.743
Vietnam,"Life expectancy at birth, male (years)",1993,67.042
Vietnam,"Life expectancy at birth, male (years)",1994,67.337
Vietnam,"Life expectancy at birth, male (years)",1995,67.63
Vietnam,"Life expectancy at birth, male (years)",1996,67.921
Vietnam,"Life expectancy at birth, male (years)",1997,68.208
Vietnam,"Life expectancy at birth, male (years)",1998,68.489
Vietnam,"Life expectancy at birth, male (years)",1999,68.761
Vietnam,"Life expectancy at birth, male (years)",2000,69.016
Vietnam,"Life expectancy at birth, male (years)",2001,69.248
Vietnam,"Life expectancy at birth, male (years)",2002,69.452
Vietnam,"Life expectancy at birth, male (years)",2003,69.629
Vietnam,"Life expectancy at birth, male (years)",2004,69.784
Vietnam,"Life expectancy at birth, male (years)",2005,69.922
Vietnam,"Life expectancy at birth, male (years)",2006,70.054
Vietnam,"Life expectancy at birth, male (years)",2007,70.19
Vietnam,"Life expectancy at birth, male (years)",2008,70.338
Vietnam,"Life expectancy at birth, male (years)",2009,70.501
Vietnam,"Life expectancy at birth, male (years)",2010,70.681
Afghanistan,"Life expectancy at birth, total (years)",1990,49.8610487804878
Afghanistan,"Life expectancy at birth, total (years)",1991,50.6409756097561
Afghanistan,"Life expectancy at birth, total (years)",1992,51.3629268292683
Afghanistan,"Life expectancy at birth, total (years)",1993,52.0218780487805
Afghanistan,"Life expectancy at birth, total (years)",1994,52.6143414634146
Afghanistan,"Life expectancy at birth, total (years)",1995,53.1393902439024
Afghanistan,"Life expectancy at birth, total (years)",1996,53.6020487804878
Afghanistan,"Life expectancy at birth, total (years)",1997,54.0178292682927
Afghanistan,"Life expectancy at birth, total (years)",1998,54.4027317073171
Afghanistan,"Life expectancy at birth, total (years)",1999,54.7672682926829
Afghanistan,"Life expectancy at birth, total (years)",2000,55.1258780487805
Afghanistan,"Life expectancy at birth, total (years)",2001,55.4875365853659
Afghanistan,"Life expectancy at birth, total (years)",2002,55.8571951219512
Afghanistan,"Life expectancy at birth, total (years)",2003,56.2352926829268
Afghanistan,"Life expectancy at birth, total (years)",2004,56.6263170731707
Afghanistan,"Life expectancy at birth, total (years)",2005,57.027243902439
Afghanistan,"Life expectancy at birth, total (years)",2006,57.4325609756098
Afghanistan,"Life expectancy at birth, total (years)",2007,57.8338292682927
Afghanistan,"Life expectancy at birth, total (years)",2008,58.2250243902439
Afghanistan,"Life expectancy at birth, total (years)",2009,58.6036829268293
Afghanistan,"Life expectancy at birth, total (years)",2010,58.9708292682927
Bangladesh,"Life expectancy at birth, total (years)",1990,58.4175609756098
Bangladesh,"Life expectancy at birth, total (years)",1991,59.0502682926829
Bangladesh,"Life expectancy at birth, total (years)",1992,59.7178536585366
Bangladesh,"Life expectancy at birth, total (years)",1993,60.4188048780488
Bangladesh,"Life expectancy at birth, total (years)",1994,61.1455365853659
Bangladesh,"Life expectancy at birth, total (years)",1995,61.8873902439024
Bangladesh,"Life expectancy at birth, total (years)",1996,62.6295609756098
Bangladesh,"Life expectancy at birth, total (years)",1997,63.3578780487805
Bangladesh,"Life expectancy at birth, total (years)",1998,64.0591463414634
Bangladesh,"Life expectancy at birth, total (years)",1999,64.7238292682927
Bangladesh,"Life expectancy at birth, total (years)",2000,65.3479756097561
Bangladesh,"Life expectancy at birth, total (years)",2001,65.9301707317073
Bangladesh,"Life expectancy at birth, total (years)",2002,66.4781707317073
Bangladesh,"Life expectancy at birth, total (years)",2003,67.0001463414634
Bangladesh,"Life expectancy at birth, total (years)",2004,67.4971951219512
Bangladesh,"Life expectancy at birth, total (years)",2005,67.9718536585366
Bangladesh,"Life expectancy at birth, total (years)",2006,68.4256341463415
Bangladesh,"Life expectancy at birth, total (years)",2007,68.8599756097561
Bangladesh,"Life expectancy at birth, total (years)",2008,69.2778536585366
Bangladesh,"Life expectancy at birth, total (years)",2009,69.6837804878049
Bangladesh,"Life expectancy at birth, total (years)",2010,70.0802926829268
Bhutan,"Life expectancy at birth, total (years)",1990,52.4623170731707
Bhutan,"Life expectancy at birth, total (years)",1991,53.2519268292683
Bhutan,"Life expectancy at birth, total (years)",1992,54.040512195122
Bhutan,"Life expectancy at birth, total (years)",1993,54.8260975609756
Bhutan,"Life expectancy at birth, total (years)",1994,55.6091707317073
Bhutan,"Life expectancy at birth, total (years)",1995,56.3997317073171
Bhutan,"Life expectancy at birth, total (years)",1996,57.205756097561
Bhutan,"Life expectancy at birth, total (years)",1997,58.035243902439
Bhutan,"Life expectancy at birth, total (years)",1998,58.8886829268293
Bhutan,"Life expectancy at birth, total (years)",1999,59.7620731707317
Bhutan,"Life expectancy at birth, total (years)",2000,60.6503902439025
Bhutan,"Life expectancy at birth, total (years)",2001,61.5466341463415
Bhutan,"Life expectancy at birth, total (years)",2002,62.4358292682927
Bhutan,"Life expectancy at birth, total (years)",2003,63.303
Bhutan,"Life expectancy at birth, total (years)",2004,64.1361707317073
Bhutan,"Life expectancy at birth, total (years)",2005,64.9184390243903
Bhutan,"Life expectancy at birth, total (years)",2006,65.6379024390244
Bhutan,"Life expectancy at birth, total (years)",2007,66.2930975609756
Bhutan,"Life expectancy at birth, total (years)",2008,66.8850243902439
Bhutan,"Life expectancy at birth, total (years)",2009,67.4166585365854
Bhutan,"Life expectancy at birth, total (years)",2010,67.8924146341463
Brunei Darussalam,"Life expectancy at birth, total (years)",1990,73.0511951219512
Brunei Darussalam,"Life expectancy at birth, total (years)",1991,73.2950487804878
Brunei Darussalam,"Life expectancy at birth, total (years)",1992,73.5333902439024
Brunei Darussalam,"Life expectancy at birth, total (years)",1993,73.767243902439
Brunei Darussalam,"Life expectancy at birth, total (years)",1994,73.9970975609756
Brunei Darussalam,"Life expectancy at birth, total (years)",1995,74.2229512195122
Brunei Darussalam,"Life expectancy at birth, total (years)",1996,74.4443170731708
Brunei Darussalam,"Life expectancy at birth, total (years)",1997,74.6621707317073
Brunei Darussalam,"Life expectancy at birth, total (years)",1998,74.8755365853659
Brunei Darussalam,"Life expectancy at birth, total (years)",1999,75.0854146341464
Brunei Darussalam,"Life expectancy at birth, total (years)",2000,75.2888048780488
Brunei Darussalam,"Life expectancy at birth, total (years)",2001,75.483243902439
Brunei Darussalam,"Life expectancy at birth, total (years)",2002,75.6676829268293
Brunei Darussalam,"Life expectancy at birth, total (years)",2003,75.8461707317073
Brunei Darussalam,"Life expectancy at birth, total (years)",2004,76.0241219512195
Brunei Darussalam,"Life expectancy at birth, total (years)",2005,76.2134634146341
Brunei Darussalam,"Life expectancy at birth, total (years)",2006,76.4281219512195
Brunei Darussalam,"Life expectancy at birth, total (years)",2007,76.6755609756098
Brunei Darussalam,"Life expectancy at birth, total (years)",2008,76.956756097561
Brunei Darussalam,"Life expectancy at birth, total (years)",2009,77.2682926829268
Brunei Darussalam,"Life expectancy at birth, total (years)",2010,77.5982682926829
Cambodia,"Life expectancy at birth, total (years)",1990,53.5100731707317
Cambodia,"Life expectancy at birth, total (years)",1991,53.8363414634146
Cambodia,"Life expectancy at birth, total (years)",1992,54.1507804878049
Cambodia,"Life expectancy at birth, total (years)",1993,54.441756097561
Cambodia,"Life expectancy at birth, total (years)",1994,54.7502195121951
Cambodia,"Life expectancy at birth, total (years)",1995,55.1216585365854
Cambodia,"Life expectancy at birth, total (years)",1996,55.5860243902439
Cambodia,"Life expectancy at birth, total (years)",1997,56.1438536585366
Cambodia,"Life expectancy at birth, total (years)",1998,56.7916097560976
Cambodia,"Life expectancy at birth, total (years)",1999,57.5288048780488
Cambodia,"Life expectancy at birth, total (years)",2000,58.3508780487805
Cambodia,"Life expectancy at birth, total (years)",2001,59.2472682926829
Cambodia,"Life expectancy at birth, total (years)",2002,60.187
Cambodia,"Life expectancy at birth, total (years)",2003,61.1375853658537
Cambodia,"Life expectancy at birth, total (years)",2004,62.0736097560976
Cambodia,"Life expectancy at birth, total (years)",2005,62.9677073170732
Cambodia,"Life expectancy at birth, total (years)",2006,63.7955853658537
Cambodia,"Life expectancy at birth, total (years)",2007,64.5523414634146
Cambodia,"Life expectancy at birth, total (years)",2008,65.2349756097561
Cambodia,"Life expectancy at birth, total (years)",2009,65.8444634146342
Cambodia,"Life expectancy at birth, total (years)",2010,66.3856585365854
China,"Life expectancy at birth, total (years)",1990,69.4715609756098
China,"Life expectancy at birth, total (years)",1991,69.6613170731707
China,"Life expectancy at birth, total (years)",1992,69.832
China,"Life expectancy at birth, total (years)",1993,69.9906585365854
China,"Life expectancy at birth, total (years)",1994,70.1478292682927
China,"Life expectancy at birth, total (years)",1995,70.3291707317073
China,"Life expectancy at birth, total (years)",1996,70.5628292682927
China,"Life expectancy at birth, total (years)",1997,70.8639024390244
China,"Life expectancy at birth, total (years)",1998,71.2348780487805
China,"Life expectancy at birth, total (years)",1999,71.6687073170732
China,"Life expectancy at birth, total (years)",2000,72.1407317073171
China,"Life expectancy at birth, total (years)",2001,72.6197804878049
China,"Life expectancy at birth, total (years)",2002,73.0696097560976
China,"Life expectancy at birth, total (years)",2003,73.4650975609756
China,"Life expectancy at birth, total (years)",2004,73.7937073170732
China,"Life expectancy at birth, total (years)",2005,74.0539024390244
China,"Life expectancy at birth, total (years)",2006,74.2563170731707
China,"Life expectancy at birth, total (years)",2007,74.4240731707317
China,"Life expectancy at birth, total (years)",2008,74.5798292682927
China,"Life expectancy at birth, total (years)",2009,74.7316341463415
China,"Life expectancy at birth, total (years)",2010,74.8850243902439
Fiji,"Life expectancy at birth, total (years)",1990,65.5708536585366
Fiji,"Life expectancy at birth, total (years)",1991,65.7933170731707
Fiji,"Life expectancy at birth, total (years)",1992,66.011243902439
Fiji,"Life expectancy at birth, total (years)",1993,66.2241463414634
Fiji,"Life expectancy at birth, total (years)",1994,66.4335365853659
Fiji,"Life expectancy at birth, total (years)",1995,66.6389024390244
Fiji,"Life expectancy at birth, total (years)",1996,66.840243902439
Fiji,"Life expectancy at birth, total (years)",1997,67.0375609756098
Fiji,"Life expectancy at birth, total (years)",1998,67.2308536585366
Fiji,"Life expectancy at birth, total (years)",1999,67.4201219512195
Fiji,"Life expectancy at birth, total (years)",2000,67.6058536585366
Fiji,"Life expectancy at birth, total (years)",2001,67.788
Fiji,"Life expectancy at birth, total (years)",2002,67.9670975609756
Fiji,"Life expectancy at birth, total (years)",2003,68.1431463414634
Fiji,"Life expectancy at birth, total (years)",2004,68.3176829268293
Fiji,"Life expectancy at birth, total (years)",2005,68.4917804878049
Fiji,"Life expectancy at birth, total (years)",2006,68.666512195122
Fiji,"Life expectancy at birth, total (years)",2007,68.8434146341464
Fiji,"Life expectancy at birth, total (years)",2008,69.0220243902439
Fiji,"Life expectancy at birth, total (years)",2009,69.2028536585366
Fiji,"Life expectancy at birth, total (years)",2010,69.3843658536586
French Polynesia,"Life expectancy at birth, total (years)",1990,68.8286097560976
French Polynesia,"Life expectancy at birth, total (years)",1991,69.1207804878049
French Polynesia,"Life expectancy at birth, total (years)",1992,69.4403414634146
French Polynesia,"Life expectancy at birth, total (years)",1993,69.7845609756098
French Polynesia,"Life expectancy at birth, total (years)",1994,70.1549268292683
French Polynesia,"Life expectancy at birth, total (years)",1995,70.5442195121951
French Polynesia,"Life expectancy at birth, total (years)",1996,70.9433658536585
French Polynesia,"Life expectancy at birth, total (years)",1997,71.3390487804878
French Polynesia,"Life expectancy at birth, total (years)",1998,71.7238048780488
French Polynesia,"Life expectancy at birth, total (years)",1999,72.0933902439024
French Polynesia,"Life expectancy at birth, total (years)",2000,72.45
French Polynesia,"Life expectancy at birth, total (years)",2001,72.8006829268293
French Polynesia,"Life expectancy at birth, total (years)",2002,73.1526341463415
French Polynesia,"Life expectancy at birth, total (years)",2003,73.5105609756098
French Polynesia,"Life expectancy at birth, total (years)",2004,73.8703170731707
French Polynesia,"Life expectancy at birth, total (years)",2005,74.2266829268293
French Polynesia,"Life expectancy at birth, total (years)",2006,74.5699512195122
French Polynesia,"Life expectancy at birth, total (years)",2007,74.8919756097561
French Polynesia,"Life expectancy at birth, total (years)",2008,75.1866585365854
French Polynesia,"Life expectancy at birth, total (years)",2009,75.4534634146341
French Polynesia,"Life expectancy at birth, total (years)",2010,75.6953902439025
Guam,"Life expectancy at birth, total (years)",1990,72.0440975609756
Guam,"Life expectancy at birth, total (years)",1991,72.2876097560976
Guam,"Life expectancy at birth, total (years)",1992,72.5400731707317
Guam,"Life expectancy at birth, total (years)",1993,72.8045365853659
Guam,"Life expectancy at birth, total (years)",1994,73.0839512195122
Guam,"Life expectancy at birth, total (years)",1995,73.3813170731707
Guam,"Life expectancy at birth, total (years)",1996,73.6991707317073
Guam,"Life expectancy at birth, total (years)",1997,74.034
Guam,"Life expectancy at birth, total (years)",1998,74.3822926829268
Guam,"Life expectancy at birth, total (years)",1999,74.738487804878
Guam,"Life expectancy at birth, total (years)",2000,75.0980243902439
Guam,"Life expectancy at birth, total (years)",2001,75.452756097561
Guam,"Life expectancy at birth, total (years)",2002,75.7986585365854
Guam,"Life expectancy at birth, total (years)",2003,76.1312682926829
Guam,"Life expectancy at birth, total (years)",2004,76.4476829268293
Guam,"Life expectancy at birth, total (years)",2005,76.7475365853659
Guam,"Life expectancy at birth, total (years)",2006,77.0325609756098
Guam,"Life expectancy at birth, total (years)",2007,77.3074146341463
Guam,"Life expectancy at birth, total (years)",2008,77.5757317073171
Guam,"Life expectancy at birth, total (years)",2009,77.8395609756098
Guam,"Life expectancy at birth, total (years)",2010,78.1008780487805
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1990,77.3804878048781
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1991,77.8829268292683
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1992,77.6780487804878
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1993,78.0317073170732
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1994,78.5292682926829
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1995,78.6829268292683
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1996,79.6268292682927
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1997,80.1268292682927
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1998,80.1317073170732
"Hong Kong SAR, China","Life expectancy at birth, total (years)",1999,80.3829268292683
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2000,80.8780487804878
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2001,81.4243902439025
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2002,81.4780487804878
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2003,81.3292682926829
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2004,81.7804878048781
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2005,81.5804878048781
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2006,82.3756097560976
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2007,82.3268292682927
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2008,82.3756097560976
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2009,82.7756097560976
"Hong Kong SAR, China","Life expectancy at birth, total (years)",2010,82.9780487804878
India,"Life expectancy at birth, total (years)",1990,57.9437317073171
India,"Life expectancy at birth, total (years)",1991,58.4382195121951
India,"Life expectancy at birth, total (years)",1992,58.9450731707317
India,"Life expectancy at birth, total (years)",1993,59.4529268292683
India,"Life expectancy at birth, total (years)",1994,59.9548292682927
India,"Life expectancy at birth, total (years)",1995,60.4443658536585
India,"Life expectancy at birth, total (years)",1996,60.9156097560976
India,"Life expectancy at birth, total (years)",1997,61.3695609756098
India,"Life expectancy at birth, total (years)",1998,61.8072195121951
India,"Life expectancy at birth, total (years)",1999,62.2270731707317
India,"Life expectancy at birth, total (years)",2000,62.6306341463415
India,"Life expectancy at birth, total (years)",2001,63.0198536585366
India,"Life expectancy at birth, total (years)",2002,63.3991951219512
India,"Life expectancy at birth, total (years)",2003,63.7745365853659
India,"Life expectancy at birth, total (years)",2004,64.1478048780488
India,"Life expectancy at birth, total (years)",2005,64.5238780487805
India,"Life expectancy at birth, total (years)",2006,64.9080975609756
India,"Life expectancy at birth, total (years)",2007,65.3004390243903
India,"Life expectancy at birth, total (years)",2008,65.6994390243903
India,"Life expectancy at birth, total (years)",2009,66.1026341463415
India,"Life expectancy at birth, total (years)",2010,66.5061463414634
Indonesia,"Life expectancy at birth, total (years)",1990,63.2599024390244
Indonesia,"Life expectancy at birth, total (years)",1991,63.6162926829268
Indonesia,"Life expectancy at birth, total (years)",1992,63.9742682926829
Indonesia,"Life expectancy at birth, total (years)",1993,64.3282926829268
Indonesia,"Life expectancy at birth, total (years)",1994,64.6738536585366
Indonesia,"Life expectancy at birth, total (years)",1995,65.0018780487805
Indonesia,"Life expectancy at birth, total (years)",1996,65.3058292682927
Indonesia,"Life expectancy at birth, total (years)",1997,65.5821707317073
Indonesia,"Life expectancy at birth, total (years)",1998,65.8293902439024
Indonesia,"Life expectancy at birth, total (years)",1999,66.0494634146341
Indonesia,"Life expectancy at birth, total (years)",2000,66.2468780487805
Indonesia,"Life expectancy at birth, total (years)",2001,66.4301219512195
Indonesia,"Life expectancy at birth, total (years)",2002,66.608243902439
Indonesia,"Life expectancy at birth, total (years)",2003,66.7888048780488
Indonesia,"Life expectancy at birth, total (years)",2004,66.9748780487805
Indonesia,"Life expectancy at birth, total (years)",2005,67.1685609756098
Indonesia,"Life expectancy at birth, total (years)",2006,67.3674878048781
Indonesia,"Life expectancy at birth, total (years)",2007,67.5677317073171
Indonesia,"Life expectancy at birth, total (years)",2008,67.7647804878049
Indonesia,"Life expectancy at birth, total (years)",2009,67.9576341463415
Indonesia,"Life expectancy at birth, total (years)",2010,68.1471951219512
Japan,"Life expectancy at birth, total (years)",1990,78.8368292682927
Japan,"Life expectancy at birth, total (years)",1991,79.1007317073171
Japan,"Life expectancy at birth, total (years)",1992,79.1539024390244
Japan,"Life expectancy at birth, total (years)",1993,79.2936585365854
Japan,"Life expectancy at birth, total (years)",1994,79.6870731707317
Japan,"Life expectancy at birth, total (years)",1995,79.5363414634147
Japan,"Life expectancy at birth, total (years)",1996,80.200243902439
Japan,"Life expectancy at birth, total (years)",1997,80.4241463414634
Japan,"Life expectancy at birth, total (years)",1998,80.5014634146342
Japan,"Life expectancy at birth, total (years)",1999,80.5707317073171
Japan,"Life expectancy at birth, total (years)",2000,81.0760975609756
Japan,"Life expectancy at birth, total (years)",2001,81.4170731707317
Japan,"Life expectancy at birth, total (years)",2002,81.5634146341463
Japan,"Life expectancy at birth, total (years)",2003,81.76
Japan,"Life expectancy at birth, total (years)",2004,82.030243902439
Japan,"Life expectancy at birth, total (years)",2005,81.9251219512195
Japan,"Life expectancy at birth, total (years)",2006,82.3219512195122
Japan,"Life expectancy at birth, total (years)",2007,82.5070731707317
Japan,"Life expectancy at birth, total (years)",2008,82.5875609756098
Japan,"Life expectancy at birth, total (years)",2009,82.9314634146342
Japan,"Life expectancy at birth, total (years)",2010,82.8426829268293
Kiribati,"Life expectancy at birth, total (years)",1990,60.3508292682927
Kiribati,"Life expectancy at birth, total (years)",1991,60.8345853658537
Kiribati,"Life expectancy at birth, total (years)",1992,61.2997317073171
Kiribati,"Life expectancy at birth, total (years)",1993,61.7372926829268
Kiribati,"Life expectancy at birth, total (years)",1994,62.1397804878049
Kiribati,"Life expectancy at birth, total (years)",1995,62.5056585365854
Kiribati,"Life expectancy at birth, total (years)",1996,62.8373170731707
Kiribati,"Life expectancy at birth, total (years)",1997,63.1446097560976
Kiribati,"Life expectancy at birth, total (years)",1998,63.4329024390244
Kiribati,"Life expectancy at birth, total (years)",1999,63.7026097560976
Kiribati,"Life expectancy at birth, total (years)",2000,63.9506829268293
Kiribati,"Life expectancy at birth, total (years)",2001,64.1720975609756
Kiribati,"Life expectancy at birth, total (years)",2002,64.3644146341463
Kiribati,"Life expectancy at birth, total (years)",2003,64.5271463414634
Kiribati,"Life expectancy at birth, total (years)",2004,64.6652926829268
Kiribati,"Life expectancy at birth, total (years)",2005,64.7823658536585
Kiribati,"Life expectancy at birth, total (years)",2006,64.8853414634146
Kiribati,"Life expectancy at birth, total (years)",2007,64.980756097561
Kiribati,"Life expectancy at birth, total (years)",2008,65.0786097560976
Kiribati,"Life expectancy at birth, total (years)",2009,65.1834390243903
Kiribati,"Life expectancy at birth, total (years)",2010,65.3027804878049
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1990,69.3443170731707
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1991,69.3253170731707
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1992,68.9517073170732
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1993,68.2302682926829
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1994,67.2282195121951
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1995,66.1172926829268
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1996,65.1241951219512
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1997,64.4419512195122
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1998,64.191512195122
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",1999,64.3952682926829
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2000,64.9825609756098
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2001,65.8036585365854
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2002,66.6482926829269
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2003,67.3547317073171
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2004,67.8598292682927
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2005,68.157
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2006,68.292756097561
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2007,68.3761951219512
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2008,68.4919512195122
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2009,68.6640487804878
"Korea, Dem. Rep.","Life expectancy at birth, total (years)",2010,68.9000243902439
"Korea, Rep.","Life expectancy at birth, total (years)",1990,71.299756097561
"Korea, Rep.","Life expectancy at birth, total (years)",1991,71.730243902439
"Korea, Rep.","Life expectancy at birth, total (years)",1992,72.2004878048781
"Korea, Rep.","Life expectancy at birth, total (years)",1993,72.6819512195122
"Korea, Rep.","Life expectancy at birth, total (years)",1994,73.0431707317073
