countryname,indicatorname,year,value
Myanmar,"Health expenditure, public (% of GDP)",1996,0.334547590233754
Myanmar,"Health expenditure, public (% of GDP)",1997,0.26516510244235
Myanmar,"Health expenditure, public (% of GDP)",1998,0.19421287387317
Myanmar,"Health expenditure, public (% of GDP)",1999,0.197295372598777
Myanmar,"Health expenditure, public (% of GDP)",2000,0.3011951915909
Myanmar,"Health expenditure, public (% of GDP)",2001,0.25963287867934
Myanmar,"Health expenditure, public (% of GDP)",2002,0.361885994535064
Myanmar,"Health expenditure, public (% of GDP)",2003,0.280811951556028
Myanmar,"Health expenditure, public (% of GDP)",2004,0.30807785762768
Myanmar,"Health expenditure, public (% of GDP)",2005,0.190382740988632
Myanmar,"Health expenditure, public (% of GDP)",2006,0.295788203180653
Myanmar,"Health expenditure, public (% of GDP)",2007,0.228720524689698
Myanmar,"Health expenditure, public (% of GDP)",2008,0.225063291183438
Myanmar,"Health expenditure, public (% of GDP)",2009,0.239852795452861
Myanmar,"Health expenditure, public (% of GDP)",2010,0.299251927954262
Nepal,"Health expenditure, public (% of GDP)",1995,1.40737879502775
Nepal,"Health expenditure, public (% of GDP)",1996,1.42214040983491
Nepal,"Health expenditure, public (% of GDP)",1997,1.47102706256408
Nepal,"Health expenditure, public (% of GDP)",1998,2.55439609122797
Nepal,"Health expenditure, public (% of GDP)",1999,1.7632318643601
Nepal,"Health expenditure, public (% of GDP)",2000,1.32816765259055
Nepal,"Health expenditure, public (% of GDP)",2001,1.56064459990803
Nepal,"Health expenditure, public (% of GDP)",2002,1.60530969042865
Nepal,"Health expenditure, public (% of GDP)",2003,1.48705628078824
Nepal,"Health expenditure, public (% of GDP)",2004,1.54188680355557
Nepal,"Health expenditure, public (% of GDP)",2005,1.583971143022
Nepal,"Health expenditure, public (% of GDP)",2006,1.97775820936613
Nepal,"Health expenditure, public (% of GDP)",2007,1.9547970894515
Nepal,"Health expenditure, public (% of GDP)",2008,2.37513443321266
Nepal,"Health expenditure, public (% of GDP)",2009,2.40057524574805
Nepal,"Health expenditure, public (% of GDP)",2010,2.44209607009334
New Zealand,"Health expenditure, public (% of GDP)",1995,5.40272868778255
New Zealand,"Health expenditure, public (% of GDP)",1996,5.32756874179473
New Zealand,"Health expenditure, public (% of GDP)",1997,5.53652398445476
New Zealand,"Health expenditure, public (% of GDP)",1998,5.84885491644643
New Zealand,"Health expenditure, public (% of GDP)",1999,5.78929509634224
New Zealand,"Health expenditure, public (% of GDP)",2000,5.89635783041571
New Zealand,"Health expenditure, public (% of GDP)",2001,5.85357809870221
New Zealand,"Health expenditure, public (% of GDP)",2002,6.21082522822642
New Zealand,"Health expenditure, public (% of GDP)",2003,6.10511611923794
New Zealand,"Health expenditure, public (% of GDP)",2004,6.34782709096332
New Zealand,"Health expenditure, public (% of GDP)",2005,6.64594543803685
New Zealand,"Health expenditure, public (% of GDP)",2006,7.00058542307449
New Zealand,"Health expenditure, public (% of GDP)",2007,6.95890749913567
New Zealand,"Health expenditure, public (% of GDP)",2008,7.66683798685672
New Zealand,"Health expenditure, public (% of GDP)",2009,8.16581614847371
New Zealand,"Health expenditure, public (% of GDP)",2010,8.27752714473853
Pakistan,"Health expenditure, public (% of GDP)",1995,0.85891998525339
Pakistan,"Health expenditure, public (% of GDP)",1996,0.937298953021083
Pakistan,"Health expenditure, public (% of GDP)",1997,0.85898973497429
Pakistan,"Health expenditure, public (% of GDP)",1998,0.748699870884302
Pakistan,"Health expenditure, public (% of GDP)",1999,0.726855436316773
Pakistan,"Health expenditure, public (% of GDP)",2000,0.655941286093522
Pakistan,"Health expenditure, public (% of GDP)",2001,0.594423330219927
Pakistan,"Health expenditure, public (% of GDP)",2002,0.872341300178478
Pakistan,"Health expenditure, public (% of GDP)",2003,0.698750349083302
Pakistan,"Health expenditure, public (% of GDP)",2004,0.729982133278404
Pakistan,"Health expenditure, public (% of GDP)",2005,0.739271225616572
Pakistan,"Health expenditure, public (% of GDP)",2006,0.85012744030261
Pakistan,"Health expenditure, public (% of GDP)",2007,0.851035448278423
Pakistan,"Health expenditure, public (% of GDP)",2008,0.871597609155213
Pakistan,"Health expenditure, public (% of GDP)",2009,0.802903525875796
Pakistan,"Health expenditure, public (% of GDP)",2010,0.954234465759518
Palau,"Health expenditure, public (% of GDP)",1995,7.91160556093532
Palau,"Health expenditure, public (% of GDP)",1996,8.34088482747197
Palau,"Health expenditure, public (% of GDP)",1997,8.0449123201756
Palau,"Health expenditure, public (% of GDP)",1998,6.45552477820415
Palau,"Health expenditure, public (% of GDP)",1999,6.95749192180303
Palau,"Health expenditure, public (% of GDP)",2000,7.04112103230753
Palau,"Health expenditure, public (% of GDP)",2001,6.9019067513048
Palau,"Health expenditure, public (% of GDP)",2002,6.4155544352387
Palau,"Health expenditure, public (% of GDP)",2003,6.55517308825195
Palau,"Health expenditure, public (% of GDP)",2004,7.40903861007726
Palau,"Health expenditure, public (% of GDP)",2005,6.45845473562048
Palau,"Health expenditure, public (% of GDP)",2006,6.54717040595615
Palau,"Health expenditure, public (% of GDP)",2007,6.63779224189375
Palau,"Health expenditure, public (% of GDP)",2008,6.57230751008706
Palau,"Health expenditure, public (% of GDP)",2009,6.19810014156307
Palau,"Health expenditure, public (% of GDP)",2010,7.33291889676107
Papua New Guinea,"Health expenditure, public (% of GDP)",1995,3.02556105762128
Papua New Guinea,"Health expenditure, public (% of GDP)",1996,3.15008765632598
Papua New Guinea,"Health expenditure, public (% of GDP)",1997,2.68469720781543
Papua New Guinea,"Health expenditure, public (% of GDP)",1998,3.16699984339281
Papua New Guinea,"Health expenditure, public (% of GDP)",1999,3.37396071535708
Papua New Guinea,"Health expenditure, public (% of GDP)",2000,3.25622958309084
Papua New Guinea,"Health expenditure, public (% of GDP)",2001,3.75518212871822
Papua New Guinea,"Health expenditure, public (% of GDP)",2002,3.62832996982108
Papua New Guinea,"Health expenditure, public (% of GDP)",2003,3.27674574860568
Papua New Guinea,"Health expenditure, public (% of GDP)",2004,3.77011782766724
Papua New Guinea,"Health expenditure, public (% of GDP)",2005,3.05583723066064
Papua New Guinea,"Health expenditure, public (% of GDP)",2006,2.63833401820275
Papua New Guinea,"Health expenditure, public (% of GDP)",2007,2.30420789206333
Papua New Guinea,"Health expenditure, public (% of GDP)",2008,2.48206029418513
Papua New Guinea,"Health expenditure, public (% of GDP)",2009,2.6274841770319
Papua New Guinea,"Health expenditure, public (% of GDP)",2010,2.5263139120546
Philippines,"Health expenditure, public (% of GDP)",1995,1.36365682809822
Philippines,"Health expenditure, public (% of GDP)",1996,1.45142413142768
Philippines,"Health expenditure, public (% of GDP)",1997,1.55810771794505
Philippines,"Health expenditure, public (% of GDP)",1998,1.37320690191407
Philippines,"Health expenditure, public (% of GDP)",1999,1.42835578854657
Philippines,"Health expenditure, public (% of GDP)",2000,1.5267613683802
Philippines,"Health expenditure, public (% of GDP)",2001,1.32444307628482
Philippines,"Health expenditure, public (% of GDP)",2002,1.11664233930301
Philippines,"Health expenditure, public (% of GDP)",2003,1.30620056597237
Philippines,"Health expenditure, public (% of GDP)",2004,1.3031314385989
Philippines,"Health expenditure, public (% of GDP)",2005,1.50164858669572
Philippines,"Health expenditure, public (% of GDP)",2006,1.45218711072951
Philippines,"Health expenditure, public (% of GDP)",2007,1.36782651422042
Philippines,"Health expenditure, public (% of GDP)",2008,1.33274562362049
Philippines,"Health expenditure, public (% of GDP)",2009,1.54867657823388
Philippines,"Health expenditure, public (% of GDP)",2010,1.57369151034111
Samoa,"Health expenditure, public (% of GDP)",1995,3.80547943991942
Samoa,"Health expenditure, public (% of GDP)",1996,3.37900483526445
Samoa,"Health expenditure, public (% of GDP)",1997,3.74720667969827
Samoa,"Health expenditure, public (% of GDP)",1998,4.40730564272254
Samoa,"Health expenditure, public (% of GDP)",1999,4.79176073558829
Samoa,"Health expenditure, public (% of GDP)",2000,4.61886417326742
Samoa,"Health expenditure, public (% of GDP)",2001,4.31872409997358
Samoa,"Health expenditure, public (% of GDP)",2002,4.42290874572215
Samoa,"Health expenditure, public (% of GDP)",2003,4.09590857299929
Samoa,"Health expenditure, public (% of GDP)",2004,4.03683998228025
Samoa,"Health expenditure, public (% of GDP)",2005,4.0268196892374
Samoa,"Health expenditure, public (% of GDP)",2006,4.40575408879402
Samoa,"Health expenditure, public (% of GDP)",2007,5.0614334230098
Samoa,"Health expenditure, public (% of GDP)",2008,4.31141105451029
Samoa,"Health expenditure, public (% of GDP)",2009,4.88596461409989
Samoa,"Health expenditure, public (% of GDP)",2010,5.59503248859471
Singapore,"Health expenditure, public (% of GDP)",1995,1.45614740643644
Singapore,"Health expenditure, public (% of GDP)",1996,1.39190005366847
Singapore,"Health expenditure, public (% of GDP)",1997,1.3447773884667
Singapore,"Health expenditure, public (% of GDP)",1998,1.66410695119247
Singapore,"Health expenditure, public (% of GDP)",1999,1.47829160670819
Singapore,"Health expenditure, public (% of GDP)",2000,1.21778719918722
Singapore,"Health expenditure, public (% of GDP)",2001,0.887039215110451
Singapore,"Health expenditure, public (% of GDP)",2002,1.05896741863145
Singapore,"Health expenditure, public (% of GDP)",2003,1.34616303974227
Singapore,"Health expenditure, public (% of GDP)",2004,1.03025883278441
Singapore,"Health expenditure, public (% of GDP)",2005,1.00375812135698
Singapore,"Health expenditure, public (% of GDP)",2006,1.0010905538366
Singapore,"Health expenditure, public (% of GDP)",2007,0.955390566604638
Singapore,"Health expenditure, public (% of GDP)",2008,1.20048834415407
Singapore,"Health expenditure, public (% of GDP)",2009,1.526597417483
Singapore,"Health expenditure, public (% of GDP)",2010,1.37142818930035
Solomon Islands,"Health expenditure, public (% of GDP)",1995,3.01351764211306
Solomon Islands,"Health expenditure, public (% of GDP)",1996,2.78428259763139
Solomon Islands,"Health expenditure, public (% of GDP)",1997,3.04704154229105
Solomon Islands,"Health expenditure, public (% of GDP)",1998,3.27721462837996
Solomon Islands,"Health expenditure, public (% of GDP)",1999,3.54479211254504
Solomon Islands,"Health expenditure, public (% of GDP)",2000,4.29952127334207
Solomon Islands,"Health expenditure, public (% of GDP)",2001,6.16233721217041
Solomon Islands,"Health expenditure, public (% of GDP)",2002,5.82095783784767
Solomon Islands,"Health expenditure, public (% of GDP)",2003,5.53796596826509
Solomon Islands,"Health expenditure, public (% of GDP)",2004,5.18093745333749
Solomon Islands,"Health expenditure, public (% of GDP)",2005,7.37055860226532
Solomon Islands,"Health expenditure, public (% of GDP)",2006,6.20550744146217
Solomon Islands,"Health expenditure, public (% of GDP)",2007,5.95416561529945
Solomon Islands,"Health expenditure, public (% of GDP)",2008,5.5227321025577
Solomon Islands,"Health expenditure, public (% of GDP)",2009,7.45379023940283
Solomon Islands,"Health expenditure, public (% of GDP)",2010,6.91941058360612
Sri Lanka,"Health expenditure, public (% of GDP)",1995,1.60354132994503
Sri Lanka,"Health expenditure, public (% of GDP)",1996,1.60012393646463
Sri Lanka,"Health expenditure, public (% of GDP)",1997,1.50627953254274
Sri Lanka,"Health expenditure, public (% of GDP)",1998,1.85100777570153
Sri Lanka,"Health expenditure, public (% of GDP)",1999,1.71795826966966
Sri Lanka,"Health expenditure, public (% of GDP)",2000,1.81022214678992
Sri Lanka,"Health expenditure, public (% of GDP)",2001,1.72410419682734
Sri Lanka,"Health expenditure, public (% of GDP)",2002,1.65063504147581
Sri Lanka,"Health expenditure, public (% of GDP)",2003,1.64540612166952
Sri Lanka,"Health expenditure, public (% of GDP)",2004,1.95801593567016
Sri Lanka,"Health expenditure, public (% of GDP)",2005,1.81308408019483
Sri Lanka,"Health expenditure, public (% of GDP)",2006,1.92242775604431
Sri Lanka,"Health expenditure, public (% of GDP)",2007,1.75519631716752
Sri Lanka,"Health expenditure, public (% of GDP)",2008,1.55148342346609
Sri Lanka,"Health expenditure, public (% of GDP)",2009,1.50818161147041
Sri Lanka,"Health expenditure, public (% of GDP)",2010,1.55380394716898
Thailand,"Health expenditure, public (% of GDP)",1995,1.66012653535142
Thailand,"Health expenditure, public (% of GDP)",1996,1.81209513744828
Thailand,"Health expenditure, public (% of GDP)",1997,2.15596550241661
Thailand,"Health expenditure, public (% of GDP)",1998,2.04776376090289
Thailand,"Health expenditure, public (% of GDP)",1999,1.91892380976644
Thailand,"Health expenditure, public (% of GDP)",2000,1.90637716978918
Thailand,"Health expenditure, public (% of GDP)",2001,1.86940903058508
Thailand,"Health expenditure, public (% of GDP)",2002,2.35021431563215
Thailand,"Health expenditure, public (% of GDP)",2003,2.28499096527239
Thailand,"Health expenditure, public (% of GDP)",2004,2.28104979739006
Thailand,"Health expenditure, public (% of GDP)",2005,2.28502818478334
Thailand,"Health expenditure, public (% of GDP)",2006,2.53977435367598
Thailand,"Health expenditure, public (% of GDP)",2007,2.72044855769124
Thailand,"Health expenditure, public (% of GDP)",2008,2.97745732564349
Thailand,"Health expenditure, public (% of GDP)",2009,3.05171092922098
Thailand,"Health expenditure, public (% of GDP)",2010,2.84135661625198
Timor-Leste,"Health expenditure, public (% of GDP)",2000,2.20328181923244
Timor-Leste,"Health expenditure, public (% of GDP)",2001,2.15857025405245
Timor-Leste,"Health expenditure, public (% of GDP)",2002,2.21658656998865
Timor-Leste,"Health expenditure, public (% of GDP)",2003,3.16808108025848
Timor-Leste,"Health expenditure, public (% of GDP)",2004,1.77233701447191
Timor-Leste,"Health expenditure, public (% of GDP)",2005,1.41459971573219
Timor-Leste,"Health expenditure, public (% of GDP)",2006,1.41941283697859
Timor-Leste,"Health expenditure, public (% of GDP)",2007,1.13215986124437
Timor-Leste,"Health expenditure, public (% of GDP)",2008,1.07943789378498
Timor-Leste,"Health expenditure, public (% of GDP)",2009,1.29892256866537
Timor-Leste,"Health expenditure, public (% of GDP)",2010,0.890528633502796
Tonga,"Health expenditure, public (% of GDP)",1995,2.67082451374029
Tonga,"Health expenditure, public (% of GDP)",1996,2.79686376944433
Tonga,"Health expenditure, public (% of GDP)",1997,3.04016159781136
Tonga,"Health expenditure, public (% of GDP)",1998,3.21272163886214
Tonga,"Health expenditure, public (% of GDP)",1999,3.76389216677509
Tonga,"Health expenditure, public (% of GDP)",2000,3.35035807406642
Tonga,"Health expenditure, public (% of GDP)",2001,4.27959047010071
Tonga,"Health expenditure, public (% of GDP)",2002,3.80791945849545
Tonga,"Health expenditure, public (% of GDP)",2003,4.22666531671493
Tonga,"Health expenditure, public (% of GDP)",2004,3.96844956796314
Tonga,"Health expenditure, public (% of GDP)",2005,5.56369277530507
Tonga,"Health expenditure, public (% of GDP)",2006,4.78720713533273
Tonga,"Health expenditure, public (% of GDP)",2007,4.5066448253935
Tonga,"Health expenditure, public (% of GDP)",2008,4.19427779085969
Tonga,"Health expenditure, public (% of GDP)",2009,3.64571719762874
Tonga,"Health expenditure, public (% of GDP)",2010,3.65689832475119
Tuvalu,"Health expenditure, public (% of GDP)",1995,8.49268437053983
Tuvalu,"Health expenditure, public (% of GDP)",1996,11.4193634373846
Tuvalu,"Health expenditure, public (% of GDP)",1997,8.5314260302866
Tuvalu,"Health expenditure, public (% of GDP)",1998,8.37125016787297
Tuvalu,"Health expenditure, public (% of GDP)",1999,8.95647624158878
Tuvalu,"Health expenditure, public (% of GDP)",2000,11.0115880479118
Tuvalu,"Health expenditure, public (% of GDP)",2001,9.21057446991051
Tuvalu,"Health expenditure, public (% of GDP)",2002,7.14509943092843
Tuvalu,"Health expenditure, public (% of GDP)",2003,21.5689951766713
Tuvalu,"Health expenditure, public (% of GDP)",2004,16.5869739969036
Tuvalu,"Health expenditure, public (% of GDP)",2005,17.8528689300087
Tuvalu,"Health expenditure, public (% of GDP)",2006,19.0626519482624
Tuvalu,"Health expenditure, public (% of GDP)",2007,16.6100625770605
Tuvalu,"Health expenditure, public (% of GDP)",2008,13.273464220494
Tuvalu,"Health expenditure, public (% of GDP)",2009,12.8324345008541
Tuvalu,"Health expenditure, public (% of GDP)",2010,16.7795459137509
Vanuatu,"Health expenditure, public (% of GDP)",1995,1.93812517229563
Vanuatu,"Health expenditure, public (% of GDP)",1996,1.59889580330368
Vanuatu,"Health expenditure, public (% of GDP)",1997,2.44835132917633
Vanuatu,"Health expenditure, public (% of GDP)",1998,3.0385703871244
Vanuatu,"Health expenditure, public (% of GDP)",1999,2.63995254347036
Vanuatu,"Health expenditure, public (% of GDP)",2000,2.73692934225556
Vanuatu,"Health expenditure, public (% of GDP)",2001,2.78855013137433
Vanuatu,"Health expenditure, public (% of GDP)",2002,2.90766024742718
Vanuatu,"Health expenditure, public (% of GDP)",2003,2.76231210956159
Vanuatu,"Health expenditure, public (% of GDP)",2004,2.57693893530275
Vanuatu,"Health expenditure, public (% of GDP)",2005,2.37264971549366
Vanuatu,"Health expenditure, public (% of GDP)",2006,2.45388889491692
Vanuatu,"Health expenditure, public (% of GDP)",2007,3.16168153628725
Vanuatu,"Health expenditure, public (% of GDP)",2008,3.17989156859489
Vanuatu,"Health expenditure, public (% of GDP)",2009,3.40232269710732
Vanuatu,"Health expenditure, public (% of GDP)",2010,4.1825360498475
Vietnam,"Health expenditure, public (% of GDP)",1995,1.75786274449294
Vietnam,"Health expenditure, public (% of GDP)",1996,1.6322317323171
Vietnam,"Health expenditure, public (% of GDP)",1997,1.6046112751626
Vietnam,"Health expenditure, public (% of GDP)",1998,1.73143758129353
Vietnam,"Health expenditure, public (% of GDP)",1999,1.71706003390655
Vietnam,"Health expenditure, public (% of GDP)",2000,1.51386344363353
Vietnam,"Health expenditure, public (% of GDP)",2001,1.62756070629809
Vietnam,"Health expenditure, public (% of GDP)",2002,1.44773561154515
Vietnam,"Health expenditure, public (% of GDP)",2003,1.5518224257145
Vietnam,"Health expenditure, public (% of GDP)",2004,1.39364958082698
Vietnam,"Health expenditure, public (% of GDP)",2005,1.41956956366077
Vietnam,"Health expenditure, public (% of GDP)",2006,1.94486753132728
Vietnam,"Health expenditure, public (% of GDP)",2007,2.56355226954076
Vietnam,"Health expenditure, public (% of GDP)",2008,2.11372359645552
Vietnam,"Health expenditure, public (% of GDP)",2009,2.50398938616816
Vietnam,"Health expenditure, public (% of GDP)",2010,2.96096662949539
Afghanistan,"Health expenditure, total (% of GDP)",2002,8.1883526
Afghanistan,"Health expenditure, total (% of GDP)",2003,9.30019842
Afghanistan,"Health expenditure, total (% of GDP)",2004,9.24774288
Afghanistan,"Health expenditure, total (% of GDP)",2005,8.75306857
Afghanistan,"Health expenditure, total (% of GDP)",2006,8.5828413
Afghanistan,"Health expenditure, total (% of GDP)",2007,8.41888586
Afghanistan,"Health expenditure, total (% of GDP)",2008,9.60961025
Afghanistan,"Health expenditure, total (% of GDP)",2009,8.48382362
Afghanistan,"Health expenditure, total (% of GDP)",2010,8.45631755
Bangladesh,"Health expenditure, total (% of GDP)",1995,3.51985277
Bangladesh,"Health expenditure, total (% of GDP)",1996,3.45994251
Bangladesh,"Health expenditure, total (% of GDP)",1997,2.56535714
Bangladesh,"Health expenditure, total (% of GDP)",1998,2.55280633
Bangladesh,"Health expenditure, total (% of GDP)",1999,2.57304261
Bangladesh,"Health expenditure, total (% of GDP)",2000,2.63507469
Bangladesh,"Health expenditure, total (% of GDP)",2001,2.83809591
Bangladesh,"Health expenditure, total (% of GDP)",2002,2.98271602
Bangladesh,"Health expenditure, total (% of GDP)",2003,2.90868557
Bangladesh,"Health expenditure, total (% of GDP)",2004,3.01076573
Bangladesh,"Health expenditure, total (% of GDP)",2005,3.08433075
Bangladesh,"Health expenditure, total (% of GDP)",2006,3.24425423
Bangladesh,"Health expenditure, total (% of GDP)",2007,3.25702272
Bangladesh,"Health expenditure, total (% of GDP)",2008,3.27840887
Bangladesh,"Health expenditure, total (% of GDP)",2009,3.33638909
Bangladesh,"Health expenditure, total (% of GDP)",2010,3.51898097
Bhutan,"Health expenditure, total (% of GDP)",1995,3.83730574
Bhutan,"Health expenditure, total (% of GDP)",1996,6.16432645
Bhutan,"Health expenditure, total (% of GDP)",1997,7.16420582
Bhutan,"Health expenditure, total (% of GDP)",1998,7.04393163
Bhutan,"Health expenditure, total (% of GDP)",1999,6.74038946
Bhutan,"Health expenditure, total (% of GDP)",2000,6.71818748
Bhutan,"Health expenditure, total (% of GDP)",2001,6.18539493
Bhutan,"Health expenditure, total (% of GDP)",2002,7.88377977
Bhutan,"Health expenditure, total (% of GDP)",2003,5.05864446
Bhutan,"Health expenditure, total (% of GDP)",2004,4.40750008
Bhutan,"Health expenditure, total (% of GDP)",2005,5.28016742
Bhutan,"Health expenditure, total (% of GDP)",2006,5.26855265
Bhutan,"Health expenditure, total (% of GDP)",2007,5.87931199
Bhutan,"Health expenditure, total (% of GDP)",2008,6.2920885
Bhutan,"Health expenditure, total (% of GDP)",2009,5.58170816
Bhutan,"Health expenditure, total (% of GDP)",2010,5.17305548
Brunei Darussalam,"Health expenditure, total (% of GDP)",1995,2.94670073
Brunei Darussalam,"Health expenditure, total (% of GDP)",1996,3.70512633
Brunei Darussalam,"Health expenditure, total (% of GDP)",1997,3.71657997
Brunei Darussalam,"Health expenditure, total (% of GDP)",1998,4.4339233
Brunei Darussalam,"Health expenditure, total (% of GDP)",1999,4.09413877
Brunei Darussalam,"Health expenditure, total (% of GDP)",2000,3.00454621
Brunei Darussalam,"Health expenditure, total (% of GDP)",2001,3.1787238
Brunei Darussalam,"Health expenditure, total (% of GDP)",2002,3.11739947
Brunei Darussalam,"Health expenditure, total (% of GDP)",2003,3.10014097
Brunei Darussalam,"Health expenditure, total (% of GDP)",2004,3.01491426
Brunei Darussalam,"Health expenditure, total (% of GDP)",2005,2.5909625
Brunei Darussalam,"Health expenditure, total (% of GDP)",2006,2.22224399
Brunei Darussalam,"Health expenditure, total (% of GDP)",2007,2.29884374
Brunei Darussalam,"Health expenditure, total (% of GDP)",2008,2.21212225
Brunei Darussalam,"Health expenditure, total (% of GDP)",2009,2.81601903
Brunei Darussalam,"Health expenditure, total (% of GDP)",2010,2.73318412
Cambodia,"Health expenditure, total (% of GDP)",1995,5.3065952
Cambodia,"Health expenditure, total (% of GDP)",1996,7.21105848
Cambodia,"Health expenditure, total (% of GDP)",1997,6.30104078
Cambodia,"Health expenditure, total (% of GDP)",1998,5.92572616
Cambodia,"Health expenditure, total (% of GDP)",1999,5.53905311
Cambodia,"Health expenditure, total (% of GDP)",2000,5.82025253
Cambodia,"Health expenditure, total (% of GDP)",2001,5.65799977
Cambodia,"Health expenditure, total (% of GDP)",2002,5.90654592
Cambodia,"Health expenditure, total (% of GDP)",2003,6.68653353
Cambodia,"Health expenditure, total (% of GDP)",2004,6.33979165
Cambodia,"Health expenditure, total (% of GDP)",2005,5.76652363
Cambodia,"Health expenditure, total (% of GDP)",2006,4.19548631
Cambodia,"Health expenditure, total (% of GDP)",2007,3.48655038
Cambodia,"Health expenditure, total (% of GDP)",2008,5.45994986
Cambodia,"Health expenditure, total (% of GDP)",2009,6.260039
Cambodia,"Health expenditure, total (% of GDP)",2010,5.82000183
China,"Health expenditure, total (% of GDP)",1995,3.54497552
China,"Health expenditure, total (% of GDP)",1996,3.80661864
China,"Health expenditure, total (% of GDP)",1997,4.04785992
China,"Health expenditure, total (% of GDP)",1998,4.35857139
China,"Health expenditure, total (% of GDP)",1999,4.51342567
China,"Health expenditure, total (% of GDP)",2000,4.62293725
China,"Health expenditure, total (% of GDP)",2001,4.58339533
China,"Health expenditure, total (% of GDP)",2002,4.81168835
China,"Health expenditure, total (% of GDP)",2003,4.84756578
China,"Health expenditure, total (% of GDP)",2004,4.74754122
China,"Health expenditure, total (% of GDP)",2005,4.68261231
China,"Health expenditure, total (% of GDP)",2006,4.55047783
China,"Health expenditure, total (% of GDP)",2007,4.35422169
China,"Health expenditure, total (% of GDP)",2008,4.62859791
China,"Health expenditure, total (% of GDP)",2009,5.1457217
China,"Health expenditure, total (% of GDP)",2010,4.97627728
Fiji,"Health expenditure, total (% of GDP)",1995,3.11105821
Fiji,"Health expenditure, total (% of GDP)",1996,3.27200393
Fiji,"Health expenditure, total (% of GDP)",1997,3.5318195
Fiji,"Health expenditure, total (% of GDP)",1998,3.18775025
Fiji,"Health expenditure, total (% of GDP)",1999,3.14656649
Fiji,"Health expenditure, total (% of GDP)",2000,3.868678
Fiji,"Health expenditure, total (% of GDP)",2001,3.28218797
Fiji,"Health expenditure, total (% of GDP)",2002,3.48152216
Fiji,"Health expenditure, total (% of GDP)",2003,3.35226698
Fiji,"Health expenditure, total (% of GDP)",2004,3.6142814
Fiji,"Health expenditure, total (% of GDP)",2005,3.60776119
Fiji,"Health expenditure, total (% of GDP)",2006,3.83604195
Fiji,"Health expenditure, total (% of GDP)",2007,3.74021623
Fiji,"Health expenditure, total (% of GDP)",2008,3.57045883
Fiji,"Health expenditure, total (% of GDP)",2009,4.17806696
Fiji,"Health expenditure, total (% of GDP)",2010,4.11699674
India,"Health expenditure, total (% of GDP)",1995,4.06482428
India,"Health expenditure, total (% of GDP)",1996,3.94217524
India,"Health expenditure, total (% of GDP)",1997,4.29439569
India,"Health expenditure, total (% of GDP)",1998,4.3439785
India,"Health expenditure, total (% of GDP)",1999,4.07559567
India,"Health expenditure, total (% of GDP)",2000,4.31410811
India,"Health expenditure, total (% of GDP)",2001,4.5468353
India,"Health expenditure, total (% of GDP)",2002,4.45438843
India,"Health expenditure, total (% of GDP)",2003,4.35080111
India,"Health expenditure, total (% of GDP)",2004,4.56179291
India,"Health expenditure, total (% of GDP)",2005,4.30712688
India,"Health expenditure, total (% of GDP)",2006,4.08537783
India,"Health expenditure, total (% of GDP)",2007,3.94075346
India,"Health expenditure, total (% of GDP)",2008,3.99191133
India,"Health expenditure, total (% of GDP)",2009,4.05315674
India,"Health expenditure, total (% of GDP)",2010,3.8240044
Indonesia,"Health expenditure, total (% of GDP)",1995,1.9538682
Indonesia,"Health expenditure, total (% of GDP)",1996,1.99785758
Indonesia,"Health expenditure, total (% of GDP)",1997,1.93248584
Indonesia,"Health expenditure, total (% of GDP)",1998,2.07940009
Indonesia,"Health expenditure, total (% of GDP)",1999,2.28030526
Indonesia,"Health expenditure, total (% of GDP)",2000,1.95687563
Indonesia,"Health expenditure, total (% of GDP)",2001,2.23306685
Indonesia,"Health expenditure, total (% of GDP)",2002,2.23629702
Indonesia,"Health expenditure, total (% of GDP)",2003,2.53372429
Indonesia,"Health expenditure, total (% of GDP)",2004,2.36774828
Indonesia,"Health expenditure, total (% of GDP)",2005,2.7895806
Indonesia,"Health expenditure, total (% of GDP)",2006,2.90514781
Indonesia,"Health expenditure, total (% of GDP)",2007,3.09844209
Indonesia,"Health expenditure, total (% of GDP)",2008,2.80594493
Indonesia,"Health expenditure, total (% of GDP)",2009,2.82545945
Indonesia,"Health expenditure, total (% of GDP)",2010,2.91806931
Japan,"Health expenditure, total (% of GDP)",1995,6.80689605
Japan,"Health expenditure, total (% of GDP)",1996,6.95359196
Japan,"Health expenditure, total (% of GDP)",1997,6.890689
Japan,"Health expenditure, total (% of GDP)",1998,7.1765758
Japan,"Health expenditure, total (% of GDP)",1999,7.44069913
Japan,"Health expenditure, total (% of GDP)",2000,7.60341741
Japan,"Health expenditure, total (% of GDP)",2001,7.80608265
Japan,"Health expenditure, total (% of GDP)",2002,7.85746391
Japan,"Health expenditure, total (% of GDP)",2003,7.98807935
Japan,"Health expenditure, total (% of GDP)",2004,7.99472471
Japan,"Health expenditure, total (% of GDP)",2005,8.18191822
Japan,"Health expenditure, total (% of GDP)",2006,8.19861322
Japan,"Health expenditure, total (% of GDP)",2007,8.22948556
Japan,"Health expenditure, total (% of GDP)",2008,8.60504683
Japan,"Health expenditure, total (% of GDP)",2009,9.52575136
Japan,"Health expenditure, total (% of GDP)",2010,9.58899117
Kiribati,"Health expenditure, total (% of GDP)",1995,9.42678352
Kiribati,"Health expenditure, total (% of GDP)",1996,9.2382489
Kiribati,"Health expenditure, total (% of GDP)",1997,9.38891112
